,지역명,규모구분,연도,월,분양가격
3332,부산,전용면적 60㎡초과 85㎡이하,2019,1,4064
3333,부산,전용면적 85㎡초과 102㎡이하,2019,1,4066
3334,부산,전용면적 102㎡초과,2019,1,4293
3335,대구,전체,2019,1,3983
3336,대구,전용면적 60㎡이하,2019,1,3977
3337,대구,전용면적 60㎡초과 85㎡이하,2019,1,3967
3338,대구,전용면적 85㎡초과 102㎡이하,2019,1,4019
3339,대구,전용면적 102㎡초과,2019,1,4067
3340,광주,전체,2019,1,3311
3341,광주,전용면적 60㎡이하,2019,1,3207
3342,광주,전용면적 60㎡초과 85㎡이하,2019,1,3313
3343,광주,전용면적 85㎡초과 102㎡이하,2019,1,0
3344,광주,전용면적 102㎡초과,2019,1,0
3345,대전,전체,2019,1,3689
3346,대전,전용면적 60㎡이하,2019,1,0
3347,대전,전용면적 60㎡초과 85㎡이하,2019,1,3677
3348,대전,전용면적 85㎡초과 102㎡이하,2019,1,0
3349,대전,전용면적 102㎡초과,2019,1,4877
3350,울산,전체,2019,1,0
3351,울산,전용면적 60㎡이하,2019,1,0
3352,울산,전용면적 60㎡초과 85㎡이하,2019,1,0
3353,울산,전용면적 85㎡초과 102㎡이하,2019,1,0
3354,울산,전용면적 102㎡초과,2019,1,0
3355,세종,전체,2019,1,3055
3356,세종,전용면적 60㎡이하,2019,1,3064
3357,세종,전용면적 60㎡초과 85㎡이하,2019,1,3063
3358,세종,전용면적 85㎡초과 102㎡이하,2019,1,3155
3359,세종,전용면적 102㎡초과,2019,1,2990
3360,강원,전체,2019,1,2359
3361,강원,전용면적 60㎡이하,2019,1,2525
3362,강원,전용면적 60㎡초과 85㎡이하,2019,1,2347
3363,강원,전용면적 85㎡초과 102㎡이하,2019,1,3068
3364,강원,전용면적 102㎡초과,2019,1,2319
3365,충북,전체,2019,1,2367
3366,충북,전용면적 60㎡이하,2019,1,2261
3367,충북,전용면적 60㎡초과 85㎡이하,2019,1,2383
3368,충북,전용면적 85㎡초과 102㎡이하,2019,1,2725
3369,충북,전용면적 102㎡초과,2019,1,2689
3370,충남,전체,2019,1,2463
3371,충남,전용면적 60㎡이하,2019,1,2487
3372,충남,전용면적 60㎡초과 85㎡이하,2019,1,2437
3373,충남,전용면적 85㎡초과 102㎡이하,2019,1,2657
3374,충남,전용면적 102㎡초과,2019,1,2729
3375,전북,전체,2019,1,2380
3376,전북,전용면적 60㎡이하,2019,1,2666
3377,전북,전용면적 60㎡초과 85㎡이하,2019,1,2365
3378,전북,전용면적 85㎡초과 102㎡이하,2019,1,3052
3379,전북,전용면적 102㎡초과,2019,1,2651
3380,전남,전체,2019,1,2414
3381,전남,전용면적 60㎡이하,2019,1,2152
3382,전남,전용면적 60㎡초과 85㎡이하,2019,1,2405
3383,전남,전용면적 85㎡초과 102㎡이하,2019,1,2337
3384,전남,전용면적 102㎡초과,2019,1,2664
3385,경북,전체,2019,1,2638
3386,경북,전용면적 60㎡이하,2019,1,2486
3387,경북,전용면적 60㎡초과 85㎡이하,2019,1,2626
3388,경북,전용면적 85㎡초과 102㎡이하,2019,1,2667
3389,경북,전용면적 102㎡초과,2019,1,2905
3390,경남,전체,2019,1,2932
3391,경남,전용면적 60㎡이하,2019,1,2887
3392,경남,전용면적 60㎡초과 85㎡이하,2019,1,2914
3393,경남,전용면적 85㎡초과 102㎡이하,2019,1,3173
3394,경남,전용면적 102㎡초과,2019,1,3703
3395,제주,전체,2019,1,3424
3396,제주,전용면적 60㎡이하,2019,1,3804
3397,제주,전용면적 60㎡초과 85㎡이하,2019,1,3504
3398,제주,전용면적 85㎡초과 102㎡이하,2019,1,3226
3399,제주,전용면적 102㎡초과,2019,1,2952
3400,서울,전체,2019,2,7627
3401,서울,전용면적 60㎡이하,2019,2,7654
3402,서울,전용면적 60㎡초과 85㎡이하,2019,2,8141
3403,서울,전용면적 85㎡초과 102㎡이하,2019,2,6842
3404,서울,전용면적 102㎡초과,2019,2,7328
3405,인천,전체,2019,2,3590
3406,인천,전용면적 60㎡이하,2019,2,3455
3407,인천,전용면적 60㎡초과 85㎡이하,2019,2,3779
3408,인천,전용면적 85㎡초과 102㎡이하,2019,2,3492
3409,인천,전용면적 102㎡초과,2019,2,4835
3410,경기,전체,2019,2,4256
3411,경기,전용면적 60㎡이하,2019,2,4444
3412,경기,전용면적 60㎡초과 85㎡이하,2019,2,4216
3413,경기,전용면적 85㎡초과 102㎡이하,2019,2,5018
3414,경기,전용면적 102㎡초과,2019,2,4945
3415,부산,전체,2019,2,4068
3416,부산,전용면적 60㎡이하,2019,2,3778
3417,부산,전용면적 60㎡초과 85㎡이하,2019,2,4064
3418,부산,전용면적 85㎡초과 102㎡이하,2019,2,4066
3419,부산,전용면적 102㎡초과,2019,2,4293
3420,대구,전체,2019,2,3988
3421,대구,전용면적 60㎡이하,2019,2,3977
3422,대구,전용면적 60㎡초과 85㎡이하,2019,2,3971
3423,대구,전용면적 85㎡초과 102㎡이하,2019,2,4019
3424,대구,전용면적 102㎡초과,2019,2,4067
3425,광주,전체,2019,2,3311
3426,광주,전용면적 60㎡이하,2019,2,3207
3427,광주,전용면적 60㎡초과 85㎡이하,2019,2,3313
3428,광주,전용면적 85㎡초과 102㎡이하,2019,2,0
3429,광주,전용면적 102㎡초과,2019,2,0
3430,대전,전체,2019,2,3689
3431,대전,전용면적 60㎡이하,2019,2,0
3432,대전,전용면적 60㎡초과 85㎡이하,2019,2,3677
3433,대전,전용면적 85㎡초과 102㎡이하,2019,2,0
3434,대전,전용면적 102㎡초과,2019,2,4877
3435,울산,전체,2019,2,0
3436,울산,전용면적 60㎡이하,2019,2,0
3437,울산,전용면적 60㎡초과 85㎡이하,2019,2,0
3438,울산,전용면적 85㎡초과 102㎡이하,2019,2,0
3439,울산,전용면적 102㎡초과,2019,2,0
3440,세종,전체,2019,2,3055
3441,세종,전용면적 60㎡이하,2019,2,3064
3442,세종,전용면적 60㎡초과 85㎡이하,2019,2,3063
3443,세종,전용면적 85㎡초과 102㎡이하,2019,2,3155
3444,세종,전용면적 102㎡초과,2019,2,2990
3445,강원,전체,2019,2,2359
3446,강원,전용면적 60㎡이하,2019,2,2525
3447,강원,전용면적 60㎡초과 85㎡이하,2019,2,2347
3448,강원,전용면적 85㎡초과 102㎡이하,2019,2,3068
3449,강원,전용면적 102㎡초과,2019,2,2319
3450,충북,전체,2019,2,2288
3451,충북,전용면적 60㎡이하,2019,2,2158
3452,충북,전용면적 60㎡초과 85㎡이하,2019,2,2298
3453,충북,전용면적 85㎡초과 102㎡이하,2019,2,2725
3454,충북,전용면적 102㎡초과,2019,2,2689
3455,충남,전체,2019,2,2571
3456,충남,전용면적 60㎡이하,2019,2,2487
3457,충남,전용면적 60㎡초과 85㎡이하,2019,2,2550
3458,충남,전용면적 85㎡초과 102㎡이하,2019,2,2657
3459,충남,전용면적 102㎡초과,2019,2,2729
3460,전북,전체,2019,2,2386
3461,전북,전용면적 60㎡이하,2019,2,2666
3462,전북,전용면적 60㎡초과 85㎡이하,2019,2,2372
3463,전북,전용면적 85㎡초과 102㎡이하,2019,2,3052
3464,전북,전용면적 102㎡초과,2019,2,2753
3465,전남,전체,2019,2,2412
3466,전남,전용면적 60㎡이하,2019,2,2274
3467,전남,전용면적 60㎡초과 85㎡이하,2019,2,2404
3468,전남,전용면적 85㎡초과 102㎡이하,2019,2,2337
3469,전남,전용면적 102㎡초과,2019,2,2887
3470,경북,전체,2019,2,2652
3471,경북,전용면적 60㎡이하,2019,2,2486
3472,경북,전용면적 60㎡초과 85㎡이하,2019,2,2636
3473,경북,전용면적 85㎡초과 102㎡이하,2019,2,2667
3474,경북,전용면적 102㎡초과,2019,2,2989
3475,경남,전체,2019,2,2932
3476,경남,전용면적 60㎡이하,2019,2,2887
3477,경남,전용면적 60㎡초과 85㎡이하,2019,2,2909
3478,경남,전용면적 85㎡초과 102㎡이하,2019,2,3173
3479,경남,전용면적 102㎡초과,2019,2,3703
3480,제주,전체,2019,2,3424
3481,제주,전용면적 60㎡이하,2019,2,3804
3482,제주,전용면적 60㎡초과 85㎡이하,2019,2,3504
3483,제주,전용면적 85㎡초과 102㎡이하,2019,2,3226
3484,제주,전용면적 102㎡초과,2019,2,2952
3485,서울,전체,2019,3,7772
3486,서울,전용면적 60㎡이하,2019,3,7750
3487,서울,전용면적 60㎡초과 85㎡이하,2019,3,8191
3488,서울,전용면적 85㎡초과 102㎡이하,2019,3,6842
3489,서울,전용면적 102㎡초과,2019,3,7206
3490,인천,전체,2019,3,3682
3491,인천,전용면적 60㎡이하,2019,3,3415
3492,인천,전용면적 60㎡초과 85㎡이하,2019,3,3907
3493,인천,전용면적 85㎡초과 102㎡이하,2019,3,3773
3494,인천,전용면적 102㎡초과,2019,3,4808
3495,경기,전체,2019,3,4369
3496,경기,전용면적 60㎡이하,2019,3,4200
3497,경기,전용면적 60㎡초과 85㎡이하,2019,3,4376
3498,경기,전용면적 85㎡초과 102㎡이하,2019,3,4621
3499,경기,전용면적 102㎡초과,2019,3,5130
3500,부산,전체,2019,3,4068
3501,부산,전용면적 60㎡이하,2019,3,3857
3502,부산,전용면적 60㎡초과 85㎡이하,2019,3,4059
3503,부산,전용면적 85㎡초과 102㎡이하,2019,3,4066
3504,부산,전용면적 102㎡초과,2019,3,4344
3505,대구,전체,2019,3,3975
3506,대구,전용면적 60㎡이하,2019,3,3977
3507,대구,전용면적 60㎡초과 85㎡이하,2019,3,3956
3508,대구,전용면적 85㎡초과 102㎡이하,2019,3,4019
3509,대구,전용면적 102㎡초과,2019,3,4067
3510,광주,전체,2019,3,3311
3511,광주,전용면적 60㎡이하,2019,3,3207
3512,광주,전용면적 60㎡초과 85㎡이하,2019,3,3313
3513,광주,전용면적 85㎡초과 102㎡이하,2019,3,0
3514,광주,전용면적 102㎡초과,2019,3,0
3515,대전,전체,2019,3,3610
3516,대전,전용면적 60㎡이하,2019,3,0
3517,대전,전용면적 60㎡초과 85㎡이하,2019,3,3603
3518,대전,전용면적 85㎡초과 102㎡이하,2019,3,0
3519,대전,전용면적 102㎡초과,2019,3,4505
3520,울산,전체,2019,3,0
3521,울산,전용면적 60㎡이하,2019,3,0
3522,울산,전용면적 60㎡초과 85㎡이하,2019,3,0
3523,울산,전용면적 85㎡초과 102㎡이하,2019,3,0
3524,울산,전용면적 102㎡초과,2019,3,0
3525,세종,전체,2019,3,3055
3526,세종,전용면적 60㎡이하,2019,3,3064
3527,세종,전용면적 60㎡초과 85㎡이하,2019,3,3063
3528,세종,전용면적 85㎡초과 102㎡이하,2019,3,3155
3529,세종,전용면적 102㎡초과,2019,3,2990
3530,강원,전체,2019,3,2405
3531,강원,전용면적 60㎡이하,2019,3,2574
3532,강원,전용면적 60㎡초과 85㎡이하,2019,3,2394
3533,강원,전용면적 85㎡초과 102㎡이하,2019,3,3022
3534,강원,전용면적 102㎡초과,2019,3,2311
3535,충북,전체,2019,3,2291
3536,충북,전용면적 60㎡이하,2019,3,2158
3537,충북,전용면적 60㎡초과 85㎡이하,2019,3,2301
3538,충북,전용면적 85㎡초과 102㎡이하,2019,3,2789
3539,충북,전용면적 102㎡초과,2019,3,2696
3540,충남,전체,2019,3,2597
3541,충남,전용면적 60㎡이하,2019,3,2561
3542,충남,전용면적 60㎡초과 85㎡이하,2019,3,2569
3543,충남,전용면적 85㎡초과 102㎡이하,2019,3,2657
3544,충남,전용면적 102㎡초과,2019,3,2729
3545,전북,전체,2019,3,2452
3546,전북,전용면적 60㎡이하,2019,3,2666
3547,전북,전용면적 60㎡초과 85㎡이하,2019,3,2435
3548,전북,전용면적 85㎡초과 102㎡이하,2019,3,3052
3549,전북,전용면적 102㎡초과,2019,3,2753
3550,전남,전체,2019,3,2388
3551,전남,전용면적 60㎡이하,2019,3,2241
3552,전남,전용면적 60㎡초과 85㎡이하,2019,3,2383
3553,전남,전용면적 85㎡초과 102㎡이하,2019,3,2337
3554,전남,전용면적 102㎡초과,2019,3,2887
3555,경북,전체,2019,3,2649
3556,경북,전용면적 60㎡이하,2019,3,2486
3557,경북,전용면적 60㎡초과 85㎡이하,2019,3,2636
3558,경북,전용면적 85㎡초과 102㎡이하,2019,3,2667
3559,경북,전용면적 102㎡초과,2019,3,3098
3560,경남,전체,2019,3,2877
3561,경남,전용면적 60㎡이하,2019,3,2776
3562,경남,전용면적 60㎡초과 85㎡이하,2019,3,2855
3563,경남,전용면적 85㎡초과 102㎡이하,2019,3,3173
3564,경남,전용면적 102㎡초과,2019,3,4303
3565,제주,전체,2019,3,3424
3566,제주,전용면적 60㎡이하,2019,3,3804
3567,제주,전용면적 60㎡초과 85㎡이하,2019,3,3504
3568,제주,전용면적 85㎡초과 102㎡이하,2019,3,3226
3569,제주,전용면적 102㎡초과,2019,3,2952
3570,서울,전체,2019,4,7784
3571,서울,전용면적 60㎡이하,2019,4,7894
3572,서울,전용면적 60㎡초과 85㎡이하,2019,4,8272
3573,서울,전용면적 85㎡초과 102㎡이하,2019,4,6842
3574,서울,전용면적 102㎡초과,2019,4,7683
3575,인천,전체,2019,4,3682
3576,인천,전용면적 60㎡이하,2019,4,3415
3577,인천,전용면적 60㎡초과 85㎡이하,2019,4,3907
3578,인천,전용면적 85㎡초과 102㎡이하,2019,4,3773
3579,인천,전용면적 102㎡초과,2019,4,4808
3580,경기,전체,2019,4,4411
3581,경기,전용면적 60㎡이하,2019,4,4185
3582,경기,전용면적 60㎡초과 85㎡이하,2019,4,4385
3583,경기,전용면적 85㎡초과 102㎡이하,2019,4,4657
3584,경기,전용면적 102㎡초과,2019,4,5332
3585,부산,전체,2019,4,3927
3586,부산,전용면적 60㎡이하,2019,4,3857
3587,부산,전용면적 60㎡초과 85㎡이하,2019,4,3917
3588,부산,전용면적 85㎡초과 102㎡이하,2019,4,4066
3589,부산,전용면적 102㎡초과,2019,4,4344
3590,대구,전체,2019,4,4015
3591,대구,전용면적 60㎡이하,2019,4,3989
3592,대구,전용면적 60㎡초과 85㎡이하,2019,4,4001
3593,대구,전용면적 85㎡초과 102㎡이하,2019,4,4522
3594,대구,전용면적 102㎡초과,2019,4,4087
3595,광주,전체,2019,4,3313
3596,광주,전용면적 60㎡이하,2019,4,3226
3597,광주,전용면적 60㎡초과 85㎡이하,2019,4,3314
3598,광주,전용면적 85㎡초과 102㎡이하,2019,4,0
3599,광주,전용면적 102㎡초과,2019,4,0
3600,대전,전체,2019,4,3582
3601,대전,전용면적 60㎡이하,2019,4,0
3602,대전,전용면적 60㎡초과 85㎡이하,2019,4,3575
3603,대전,전용면적 85㎡초과 102㎡이하,2019,4,0
3604,대전,전용면적 102㎡초과,2019,4,4505
3605,울산,전체,2019,4,0
3606,울산,전용면적 60㎡이하,2019,4,0
3607,울산,전용면적 60㎡초과 85㎡이하,2019,4,0
3608,울산,전용면적 85㎡초과 102㎡이하,2019,4,0
3609,울산,전용면적 102㎡초과,2019,4,0
3610,세종,전체,2019,4,3458
3611,세종,전용면적 60㎡이하,2019,4,0
3612,세종,전용면적 60㎡초과 85㎡이하,2019,4,3395
3613,세종,전용면적 85㎡초과 102㎡이하,2019,4,3510
3614,세종,전용면적 102㎡초과,2019,4,3931
3615,강원,전체,2019,4,2534
3616,강원,전용면적 60㎡이하,2019,4,2523
3617,강원,전용면적 60㎡초과 85㎡이하,2019,4,2522
3618,강원,전용면적 85㎡초과 102㎡이하,2019,4,3022
3619,강원,전용면적 102㎡초과,2019,4,2628
3620,충북,전체,2019,4,2302
3621,충북,전용면적 60㎡이하,2019,4,2158
3622,충북,전용면적 60㎡초과 85㎡이하,2019,4,2313
3623,충북,전용면적 85㎡초과 102㎡이하,2019,4,2789
3624,충북,전용면적 102㎡초과,2019,4,2696
3625,충남,전체,2019,4,2609
3626,충남,전용면적 60㎡이하,2019,4,2596
3627,충남,전용면적 60㎡초과 85㎡이하,2019,4,2576
3628,충남,전용면적 85㎡초과 102㎡이하,2019,4,2657
3629,충남,전용면적 102㎡초과,2019,4,2729
3630,전북,전체,2019,4,2410
3631,전북,전용면적 60㎡이하,2019,4,2404
3632,전북,전용면적 60㎡초과 85㎡이하,2019,4,2394
3633,전북,전용면적 85㎡초과 102㎡이하,2019,4,2724
3634,전북,전용면적 102㎡초과,2019,4,2634
3635,전남,전체,2019,4,2310
3636,전남,전용면적 60㎡이하,2019,4,2241
3637,전남,전용면적 60㎡초과 85㎡이하,2019,4,2308
3638,전남,전용면적 85㎡초과 102㎡이하,2019,4,2337
3639,전남,전용면적 102㎡초과,2019,4,2954
3640,경북,전체,2019,4,2619
3641,경북,전용면적 60㎡이하,2019,4,2472
3642,경북,전용면적 60㎡초과 85㎡이하,2019,4,2608
3643,경북,전용면적 85㎡초과 102㎡이하,2019,4,2667
3644,경북,전용면적 102㎡초과,2019,4,3098
3645,경남,전체,2019,4,2833
3646,경남,전용면적 60㎡이하,2019,4,2937
3647,경남,전용면적 60㎡초과 85㎡이하,2019,4,2820
3648,경남,전용면적 85㎡초과 102㎡이하,2019,4,3173
3649,경남,전용면적 102㎡초과,2019,4,4303
3650,제주,전체,2019,4,3441
3651,제주,전용면적 60㎡이하,2019,4,3804
3652,제주,전용면적 60㎡초과 85㎡이하,2019,4,3475
3653,제주,전용면적 85㎡초과 102㎡이하,2019,4,3226
3654,제주,전용면적 102㎡초과,2019,4,3269
3655,서울,전체,2019,5,7786
3656,서울,전용면적 60㎡이하,2019,5,8104
3657,서울,전용면적 60㎡초과 85㎡이하,2019,5,8336
3658,서울,전용면적 85㎡초과 102㎡이하,2019,5,6842
3659,서울,전용면적 102㎡초과,2019,5,7831
3660,인천,전체,2019,5,3881
3661,인천,전용면적 60㎡이하,2019,5,3729
3662,인천,전용면적 60㎡초과 85㎡이하,2019,5,3923
3663,인천,전용면적 85㎡초과 102㎡이하,2019,5,3773
3664,인천,전용면적 102㎡초과,2019,5,4808
3665,경기,전체,2019,5,4351
3666,경기,전용면적 60㎡이하,2019,5,4465
3667,경기,전용면적 60㎡초과 85㎡이하,2019,5,4288
3668,경기,전용면적 85㎡초과 102㎡이하,2019,5,5051
3669,경기,전용면적 102㎡초과,2019,5,5670
3670,부산,전체,2019,5,3924
3671,부산,전용면적 60㎡이하,2019,5,3789
3672,부산,전용면적 60㎡초과 85㎡이하,2019,5,3920
3673,부산,전용면적 85㎡초과 102㎡이하,2019,5,4583
3674,부산,전용면적 102㎡초과,2019,5,4623
3675,대구,전체,2019,5,4115
3676,대구,전용면적 60㎡이하,2019,5,4038
3677,대구,전용면적 60㎡초과 85㎡이하,2019,5,4088
3678,대구,전용면적 85㎡초과 102㎡이하,2019,5,4127
3679,대구,전용면적 102㎡초과,2019,5,4434
3680,광주,전체,2019,5,3516
3681,광주,전용면적 60㎡이하,2019,5,3226
3682,광주,전용면적 60㎡초과 85㎡이하,2019,5,3513
3683,광주,전용면적 85㎡초과 102㎡이하,2019,5,0
3684,광주,전용면적 102㎡초과,2019,5,4881
3685,대전,전체,2019,5,3582
3686,대전,전용면적 60㎡이하,2019,5,0
3687,대전,전용면적 60㎡초과 85㎡이하,2019,5,3575
3688,대전,전용면적 85㎡초과 102㎡이하,2019,5,0
3689,대전,전용면적 102㎡초과,2019,5,4505
3690,울산,전체,2019,5,0
3691,울산,전용면적 60㎡이하,2019,5,0
3692,울산,전용면적 60㎡초과 85㎡이하,2019,5,0
3693,울산,전용면적 85㎡초과 102㎡이하,2019,5,0
3694,울산,전용면적 102㎡초과,2019,5,0
3695,세종,전체,2019,5,3458
3696,세종,전용면적 60㎡이하,2019,5,0
3697,세종,전용면적 60㎡초과 85㎡이하,2019,5,3395
3698,세종,전용면적 85㎡초과 102㎡이하,2019,5,3510
3699,세종,전용면적 102㎡초과,2019,5,3931
3700,강원,전체,2019,5,2496
3701,강원,전용면적 60㎡이하,2019,5,2523
3702,강원,전용면적 60㎡초과 85㎡이하,2019,5,2489
3703,강원,전용면적 85㎡초과 102㎡이하,2019,5,3329
3704,강원,전용면적 102㎡초과,2019,5,2574
3705,충북,전체,2019,5,2297
3706,충북,전용면적 60㎡이하,2019,5,2158
3707,충북,전용면적 60㎡초과 85㎡이하,2019,5,2314
3708,충북,전용면적 85㎡초과 102㎡이하,2019,5,2576
3709,충북,전용면적 102㎡초과,2019,5,2673
3710,충남,전체,2019,5,2702
3711,충남,전용면적 60㎡이하,2019,5,2569
3712,충남,전용면적 60㎡초과 85㎡이하,2019,5,2662
3713,충남,전용면적 85㎡초과 102㎡이하,2019,5,2657
3714,충남,전용면적 102㎡초과,2019,5,2667
3715,전북,전체,2019,5,2469
3716,전북,전용면적 60㎡이하,2019,5,2397
3717,전북,전용면적 60㎡초과 85㎡이하,2019,5,2465
3718,전북,전용면적 85㎡초과 102㎡이하,2019,5,2724
3719,전북,전용면적 102㎡초과,2019,5,2634
3720,전남,전체,2019,5,2268
3721,전남,전용면적 60㎡이하,2019,5,2241
3722,전남,전용면적 60㎡초과 85㎡이하,2019,5,2266
3723,전남,전용면적 85㎡초과 102㎡이하,2019,5,2337
3724,전남,전용면적 102㎡초과,2019,5,2954
3725,경북,전체,2019,5,2539
3726,경북,전용면적 60㎡이하,2019,5,2472
3727,경북,전용면적 60㎡초과 85㎡이하,2019,5,2522
3728,경북,전용면적 85㎡초과 102㎡이하,2019,5,2667
3729,경북,전용면적 102㎡초과,2019,5,3076
3730,경남,전체,2019,5,2941
3731,경남,전용면적 60㎡이하,2019,5,2937
3732,경남,전용면적 60㎡초과 85㎡이하,2019,5,2925
3733,경남,전용면적 85㎡초과 102㎡이하,2019,5,3211
3734,경남,전용면적 102㎡초과,2019,5,4303
3735,제주,전체,2019,5,3441
3736,제주,전용면적 60㎡이하,2019,5,3804
3737,제주,전용면적 60㎡초과 85㎡이하,2019,5,3475
3738,제주,전용면적 85㎡초과 102㎡이하,2019,5,3226
3739,제주,전용면적 102㎡초과,2019,5,3269
3740,서울,전체,2019,6,8100
3741,서울,전용면적 60㎡이하,2019,6,8281
3742,서울,전용면적 60㎡초과 85㎡이하,2019,6,8588
3743,서울,전용면적 85㎡초과 102㎡이하,2019,6,12728
3744,서울,전용면적 102㎡초과,2019,6,8430
3745,인천,전체,2019,6,3887
3746,인천,전용면적 60㎡이하,2019,6,3822
3747,인천,전용면적 60㎡초과 85㎡이하,2019,6,3919
3748,인천,전용면적 85㎡초과 102㎡이하,2019,6,3773
3749,인천,전용면적 102㎡초과,2019,6,4808
3750,경기,전체,2019,6,4531
3751,경기,전용면적 60㎡이하,2019,6,4611
3752,경기,전용면적 60㎡초과 85㎡이하,2019,6,4551
3753,경기,전용면적 85㎡초과 102㎡이하,2019,6,5264
3754,경기,전용면적 102㎡초과,2019,6,5669
3755,부산,전체,2019,6,3906
3756,부산,전용면적 60㎡이하,2019,6,3826
3757,부산,전용면적 60㎡초과 85㎡이하,2019,6,3909
3758,부산,전용면적 85㎡초과 102㎡이하,2019,6,4323
3759,부산,전용면적 102㎡초과,2019,6,4571
3760,대구,전체,2019,6,4166
3761,대구,전용면적 60㎡이하,2019,6,4080
3762,대구,전용면적 60㎡초과 85㎡이하,2019,6,4144
3763,대구,전용면적 85㎡초과 102㎡이하,2019,6,4127
3764,대구,전용면적 102㎡초과,2019,6,4458
3765,광주,전체,2019,6,3595
3766,광주,전용면적 60㎡이하,2019,6,3226
3767,광주,전용면적 60㎡초과 85㎡이하,2019,6,3589
3768,광주,전용면적 85㎡초과 102㎡이하,2019,6,0
3769,광주,전용면적 102㎡초과,2019,6,4374
3770,대전,전체,2019,6,3476
3771,대전,전용면적 60㎡이하,2019,6,3334
3772,대전,전용면적 60㎡초과 85㎡이하,2019,6,3470
3773,대전,전용면적 85㎡초과 102㎡이하,2019,6,0
3774,대전,전용면적 102㎡초과,2019,6,4505
3775,울산,전체,2019,6,0
3776,울산,전용면적 60㎡이하,2019,6,0
3777,울산,전용면적 60㎡초과 85㎡이하,2019,6,0
3778,울산,전용면적 85㎡초과 102㎡이하,2019,6,0
3779,울산,전용면적 102㎡초과,2019,6,0
3780,세종,전체,2019,6,3458
3781,세종,전용면적 60㎡이하,2019,6,0
3782,세종,전용면적 60㎡초과 85㎡이하,2019,6,3395
3783,세종,전용면적 85㎡초과 102㎡이하,2019,6,3510
3784,세종,전용면적 102㎡초과,2019,6,3931
3785,강원,전체,2019,6,2508
3786,강원,전용면적 60㎡이하,2019,6,2540
3787,강원,전용면적 60㎡초과 85㎡이하,2019,6,2500
3788,강원,전용면적 85㎡초과 102㎡이하,2019,6,3329
3789,강원,전용면적 102㎡초과,2019,6,2574
3790,충북,전체,2019,6,2327
3791,충북,전용면적 60㎡이하,2019,6,2149
3792,충북,전용면적 60㎡초과 85㎡이하,2019,6,2359
3793,충북,전용면적 85㎡초과 102㎡이하,2019,6,2576
3794,충북,전용면적 102㎡초과,2019,6,2673
3795,충남,전체,2019,6,2618
3796,충남,전용면적 60㎡이하,2019,6,2507
3797,충남,전용면적 60㎡초과 85㎡이하,2019,6,2600
3798,충남,전용면적 85㎡초과 102㎡이하,2019,6,0
3799,충남,전용면적 102㎡초과,2019,6,0
3800,전북,전체,2019,6,2469
3801,전북,전용면적 60㎡이하,2019,6,2397
3802,전북,전용면적 60㎡초과 85㎡이하,2019,6,2465
3803,전북,전용면적 85㎡초과 102㎡이하,2019,6,2724
3804,전북,전용면적 102㎡초과,2019,6,2634
3805,전남,전체,2019,6,2320
3806,전남,전용면적 60㎡이하,2019,6,2241
3807,전남,전용면적 60㎡초과 85㎡이하,2019,6,2316
3808,전남,전용면적 85㎡초과 102㎡이하,2019,6,2337
3809,전남,전용면적 102㎡초과,2019,6,2881
3810,경북,전체,2019,6,2539
3811,경북,전용면적 60㎡이하,2019,6,2472
3812,경북,전용면적 60㎡초과 85㎡이하,2019,6,2522
3813,경북,전용면적 85㎡초과 102㎡이하,2019,6,2667
3814,경북,전용면적 102㎡초과,2019,6,3076
3815,경남,전체,2019,6,2967
3816,경남,전용면적 60㎡이하,2019,6,2937
3817,경남,전용면적 60㎡초과 85㎡이하,2019,6,2954
3818,경남,전용면적 85㎡초과 102㎡이하,2019,6,3211
3819,경남,전용면적 102㎡초과,2019,6,4303
3820,제주,전체,2019,6,3744
3821,제주,전용면적 60㎡이하,2019,6,3804
3822,제주,전용면적 60㎡초과 85㎡이하,2019,6,3791
3823,제주,전용면적 85㎡초과 102㎡이하,2019,6,3226
3824,제주,전용면적 102㎡초과,2019,6,3269
3825,서울,전체,2019,7,8067
3826,서울,전용면적 60㎡이하,2019,7,8231
3827,서울,전용면적 60㎡초과 85㎡이하,2019,7,8506
3828,서울,전용면적 85㎡초과 102㎡이하,2019,7,12728
3829,서울,전용면적 102㎡초과,2019,7,8430
3830,인천,전체,2019,7,3887
3831,인천,전용면적 60㎡이하,2019,7,3822
3832,인천,전용면적 60㎡초과 85㎡이하,2019,7,3919
3833,인천,전용면적 85㎡초과 102㎡이하,2019,7,3773
3834,인천,전용면적 102㎡초과,2019,7,4808
3835,경기,전체,2019,7,4287
3836,경기,전용면적 60㎡이하,2019,7,4422
3837,경기,전용면적 60㎡초과 85㎡이하,2019,7,4281
3838,경기,전용면적 85㎡초과 102㎡이하,2019,7,5264
3839,경기,전용면적 102㎡초과,2019,7,5529
3840,부산,전체,2019,7,3872
3841,부산,전용면적 60㎡이하,2019,7,3788
3842,부산,전용면적 60㎡초과 85㎡이하,2019,7,3872
3843,부산,전용면적 85㎡초과 102㎡이하,2019,7,4323
3844,부산,전용면적 102㎡초과,2019,7,4558
3845,대구,전체,2019,7,4297
3846,대구,전용면적 60㎡이하,2019,7,4191
3847,대구,전용면적 60㎡초과 85㎡이하,2019,7,4269
3848,대구,전용면적 85㎡초과 102㎡이하,2019,7,4120
3849,대구,전용면적 102㎡초과,2019,7,4824
3850,광주,전체,2019,7,3752
